path,candidate_transport,has_transport,has_information,has_return_cell,has_receipt,has_admitted
artifacts/json/g900_transport_choice_f0001_weak_incident_edge_probe_053.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_choice_family_source_law_probe_035.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_deferred_candidate_gate_audit_020.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_deferred_frontier_symmetry_census_019.v1.json,True,True,True,False,True,True
artifacts/json/g900_transport_deferred_gate_frontier_full_audit_018b.v1.json,True,True,True,False,True,True
artifacts/json/g900_transport_deferred_gate_frontier_worklist_018a.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_family_status_question_012.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_frontier_choice_apparatus_protocol_027.v1.json,True,True,True,False,True,True
artifacts/json/g900_transport_frontier_choice_function_search_029.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_frontier_choice_function_stress_test_030.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_frontier_choice_variable_inventory_028.v1.json,True,True,True,False,True,True
artifacts/json/g900_transport_ledger_static_snapshot_008e.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_pair_selector_admission_hypothesis_audit_022.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_permission_frontier_checkpoint_025.v1.json,False,True,True,False,False,True
artifacts/json/g900_transport_permission_frontier_theorem_note_026.v1.json,False,True,True,True,False,True
artifacts/json/g900_transport_permission_gate_family_filter_016.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_permission_sharpness_audit_021.v1.json,True,True,True,True,True,True
artifacts/json/g900_transport_selector_coupling_law_audit_024.v1.json,False,True,True,True,False,True
artifacts/json/g900_transport_successor_rule_family_filter_015.v1.json,False,True,True,True,False,True
artifacts/json/g900_triplet_gap_law_9_11_audit_001.v1.json,False,True,False,False,True,False
artifacts/json/g900_triplet_limit_alignment_03_09_root9_audit_001.v1.json,False,True,False,False,True,True
artifacts/json/g900_unsupported_phase_marker_6_9_001.v1.json,False,False,False,False,True,True
artifacts/json/g900_unsupported_phase_step_public_note_001.v1.json,False,False,False,False,False,True
artifacts/json/g900_zero_hit_condition_frontier_001.v1.json,False,True,False,False,False,True
